Temperature (K),Sample Position (deg),Magnetic Field (Oe),Res. ch2 (ohm-cm),Abs. Magnetic Field (Oe),Zeroed Res.,Normed Res.,Rel. Norm. Res.,L (cm),H (cm),W (cm)
4.99623145,0.0,-0.4455000000016298,8.68575273172605e-05,89999.4065,-3.1130685883353512e-06,-0.3399859347148818,-0.3399859347148818,0.2107,0.08766,0.09315
4.9969591,2.0216,-0.4455000000016298,8.71972250940629e-05,89999.4065,-2.7733708115329503e-06,-0.3028866987393299,-0.3028866987393299,0.2107,0.08766,0.09315
4.9971068,3.99,-0.4455000000016298,8.782584330546171e-05,89999.4065,-2.1447526001341346e-06,-0.23423374615677642,-0.23423374615677642,0.2107,0.08766,0.09315
4.9971066749999995,6.0116,-0.4455000000016298,8.874243507014099e-05,89999.4065,-1.228160835454854e-06,-0.13413048822210785,-0.13413048822210785,0.2107,0.08766,0.09315
4.997326125000001,7.98,-0.4455000000016298,8.922999892948283e-05,89999.4065,-7.405969761130164e-07,-0.08088243096032771,-0.08088243096032771,0.2107,0.08766,0.09315
4.9968778,10.0016003,-0.4455000000016298,8.983976356594198e-05,89999.4065,-1.3083233965386558e-07,-0.014288524016086572,-0.014288524016086572,0.2107,0.08766,0.09315
4.9978582750000005,12.0232,-0.4455000000016298,9.047673427224617e-05,89999.4065,5.061383666503296e-07,0.05527662523256259,0.05527662523256259,0.2107,0.08766,0.09315
4.9977619749999995,13.9916,-0.4455000000016298,9.085412736062877e-05,89999.4065,8.835314550329203e-07,0.09649265959475482,0.09649265959475482,0.2107,0.08766,0.09315
4.997779599999999,16.0131989,-0.4455000000016298,9.101339108817311e-05,89999.4065,1.0427951825772632e-06,0.11388624593532881,0.11388624593532881,0.2107,0.08766,0.09315
4.9980644000000005,17.9815998,-0.4455000000016298,9.09503799000456e-05,89999.4065,9.797839944497555e-07,0.10700463793822347,0.10700463793822347,0.2107,0.08766,0.09315
4.9983468,20.0032005,-0.4455000000016298,9.154696568116931e-05,89999.4065,1.5763697755734693e-06,0.17215924943408303,0.17215924943408303,0.2107,0.08766,0.09315
4.998382825,22.0247993,-0.4455000000016298,9.174777801810178e-05,89999.4065,1.7771821125059362e-06,0.1940904623633723,0.1940904623633723,0.2107,0.08766,0.09315
4.99855125,23.9932003,-0.4455000000016298,9.179444112002394e-05,89999.4065,1.8238452144280957e-06,0.19918665535544014,0.19918665535544014,0.2107,0.08766,0.09315
4.9990293999999995,26.0147991,-0.4455000000016298,9.228168476479977e-05,89999.4065,2.3110888592039292e-06,0.2523997411909754,0.2523997411909754,0.2107,0.08766,0.09315
4.999033225,27.9832001,-0.4455000000016298,9.225160228760343e-05,89999.4065,2.2810063820075804e-06,0.2491143593119951,0.2491143593119951,0.2107,0.08766,0.09315
4.998879425,30.0047989,-0.4455000000016298,9.215219574634197e-05,89999.4065,2.1815998407461232e-06,0.23825792461145992,0.23825792461145992,0.2107,0.08766,0.09315
4.99917005,32.0263977,-0.4455000000016298,9.269720453687204e-05,89999.4065,2.726608631276197e-06,0.29777968515682496,0.29777968515682496,0.2107,0.08766,0.09315
4.9995653749999995,33.9948006,-0.4455000000016298,9.272127713122869e-05,89999.4065,2.7506812256328418e-06,0.3004087128383938,0.3004087128383938,0.2107,0.08766,0.09315
4.999736175000001,36.0163994,-0.4455000000016298,9.267891668424225e-05,89999.4065,2.7083207786464045e-06,0.29578242345383343,0.29578242345383343,0.2107,0.08766,0.09315
4.99998175,37.9847984,-0.4455000000016298,9.270803867175922e-05,89999.4065,2.7374427661633712e-06,0.29896290787483537,0.29896290787483537,0.2107,0.08766,0.09315
4.99969815,40.0064011,-0.4455000000016298,9.257445668374258e-05,89999.4065,2.6038607781467336e-06,0.28437408794742286,0.28437408794742286,0.2107,0.08766,0.09315
4.99987375,41.9748001,-0.4455000000016298,9.257231906091853e-05,89999.4065,2.60172315532269e-06,0.28414063286178054,0.28414063286178054,0.2107,0.08766,0.09315
5.0002259,43.9963989,-0.4455000000016298,9.217991121403424e-05,89999.4065,2.209315308438395e-06,0.24128479951705128,0.24128479951705128,0.2107,0.08766,0.09315
5.00012695,46.0179977,-0.4455000000016298,9.175973659739296e-05,89999.4065,1.789140691797113e-06,0.19539648844111665,0.19539648844111665,0.2107,0.08766,0.09315
5.000716425,47.9864006,-0.4455000000016298,9.185371223119937e-05,89999.4065,1.8831163256035233e-06,0.20565980028069955,0.20565980028069955,0.2107,0.08766,0.09315
5.00024975,50.0079994,-0.4455000000016298,9.193473119168275e-05,89999.4065,1.964135286086909e-06,0.21450808172004335,0.21450808172004335,0.2107,0.08766,0.09315
5.000495450000001,51.9763985,-0.4455000000016298,9.126958454643098e-05,89999.4065,1.2989886408351322e-06,0.14186576835896283,0.14186576835896283,0.2107,0.08766,0.09315
5.000156625000001,53.9979973,-0.4455000000016298,9.099116920742385e-05,89999.4065,1.0205733018280082e-06,0.11145933927289063,0.11145933927289063,0.2107,0.08766,0.09315
5.000672925,56.0195999,-0.4455000000016298,9.061883832035517e-05,89999.4065,6.482424147593251e-07,0.07079616046032317,0.07079616046032317,0.2107,0.08766,0.09315
5.000450024999999,57.987999,-0.4455000000016298,9.030729996567882e-05,89999.4065,3.3670406008297154e-07,0.036772284754194175,0.036772284754194175,0.2107,0.08766,0.09315
5.000422475000001,60.0095978,-0.4455000000016298,8.992423971306208e-05,89999.4065,-4.635619253376671e-08,-0.0050626746572401335,-0.0050626746572401335,0.2107,0.08766,0.09315
5.00056875,61.9780006,-0.4455000000016298,8.969575188044963e-05,89999.4065,-2.748440251462193e-07,-0.03001639704960841,-0.03001639704960841,0.2107,0.08766,0.09315
5.000602475000001,63.9995995,-0.4455000000016298,8.898755017561074e-05,89999.4065,-9.830457299851069e-07,-0.1073608601586186,-0.1073608601586186,0.2107,0.08766,0.09315
5.0006775999999995,66.0212021,-0.4455000000016298,8.866692968402594e-05,89999.4065,-1.3036662215699067e-06,-0.14237661854205083,-0.14237661854205083,0.2107,0.08766,0.09315
5.0002554749999994,67.9896011,-0.4455000000016298,8.827159367664957e-05,89999.4065,-1.699002228946274e-06,-0.18555224355009986,-0.18555224355009986,0.2107,0.08766,0.09315
5.0007677,70.0112,-0.4455000000016298,8.810977490428933e-05,89999.4065,-1.8608210013065161e-06,-0.20322487266641828,-0.20322487266641828,0.2107,0.08766,0.09315
5.000113,71.979599,-0.4455000000016298,8.804097657054867e-05,89999.4065,-1.92961933504717e-06,-0.21073850917647993,-0.21073850917647993,0.2107,0.08766,0.09315
5.000836850000001,74.0011978,-0.4455000000016298,8.749146443045235e-05,89999.4065,-2.4791314751434904e-06,-0.27075209168727327,-0.27075209168727327,0.2107,0.08766,0.09315
5.00041175,76.0227966,-0.4455000000016298,8.693325010144265e-05,89999.4065,-3.037345804153194e-06,-0.33171606181331803,-0.33171606181331803,0.2107,0.08766,0.09315
5.000250825,77.9911957,-0.4455000000016298,8.713838651421528e-05,89999.4065,-2.8322093913805664e-06,-0.3093126058464665,-0.3093126058464665,0.2107,0.08766,0.09315
5.0002001499999995,80.0128021,-0.4455000000016298,8.663295826705562e-05,89999.4065,-3.3376376385402202e-06,-0.36451167716977656,-0.36451167716977656,0.2107,0.08766,0.09315
5.0002750250000005,81.9812012,-0.4455000000016298,8.673106832419433e-05,89999.4065,-3.239527581401513e-06,-0.35379683471297413,-0.35379683471297413,0.2107,0.08766,0.09315
5.000280375,84.0028,-0.4455000000016298,8.653301705938431e-05,89999.4065,-3.4375788462115376e-06,-0.37542650411383577,-0.37542650411383577,0.2107,0.08766,0.09315
5.000514750000001,86.0243988,-0.4455000000016298,8.67805272962697e-05,89999.4065,-3.1900686093261485e-06,-0.3483952978133095,-0.3483952978133095,0.2107,0.08766,0.09315
5.000328325,87.9927979,-0.4455000000016298,8.72715697124206e-05,89999.4065,-2.699026193175242e-06,-0.29476733874254857,-0.29476733874254857,0.2107,0.08766,0.09315
5.000762475,90.0143967,-0.4455000000016298,8.723147831403097e-05,89999.4065,-2.7391175915648784e-06,-0.2991458197071507,-0.2991458197071507,0.2107,0.08766,0.09315
5.0004618,91.9827957,-0.4455000000016298,8.840987057474924e-05,89999.4065,-1.5607253308466055e-06,-0.17045068085853415,-0.17045068085853415,0.2107,0.08766,0.09315
5.000071524999999,94.0043945,-0.4455000000016298,9.174639936131481e-05,89999.4065,1.7758034557189645e-06,0.1939398958393561,0.1939398958393561,0.2107,0.08766,0.09315
5.0004039,96.026001,-0.4455000000016298,9.191927728420443e-05,89999.4065,1.948681378608581e-06,0.21282032218955832,0.21282032218955832,0.2107,0.08766,0.09315
5.000327325000001,97.9944,-0.4455000000016298,9.080828440278117e-05,89999.4065,8.376884971853221e-07,0.0914860365693865,0.0914860365693865,0.2107,0.08766,0.09315
5.000136749999999,100.0159988,-0.4455000000016298,8.860429475357034e-05,89999.4065,-1.366301152025504e-06,-0.14921713450644047,-0.14921713450644047,0.2107,0.08766,0.09315
5.00034975,101.9843979,-0.4455000000016298,8.926646814837156e-05,89999.4065,-7.041277572242862e-07,-0.07689953719477895,-0.07689953719477895,0.2107,0.08766,0.09315
5.000416775,104.0059967,-0.4455000000016298,8.97796421071681e-05,89999.4065,-1.9095379842774048e-07,-0.02085453750973343,-0.02085453750973343,0.2107,0.08766,0.09315
5.000515200000001,106.0275955,-0.4455000000016298,9.043691135323821e-05,89999.4065,4.663154476423643e-07,0.05092746556652454,0.05092746556652454,0.2107,0.08766,0.09315
5.00040795,107.9959946,-0.4455000000016298,9.12122358566832e-05,89999.4065,1.2416399510873586e-06,0.1356025758415771,0.1356025758415771,0.2107,0.08766,0.09315
5.00051785,110.017601,-0.4455000000016298,9.185073605757606e-05,89999.4065,1.88014015198022e-06,0.2053347649843415,0.2053347649843415,0.2107,0.08766,0.09315
5.000579125,111.9860001,-0.4455000000016298,9.228491543326821e-05,89999.4065,2.3143195276723657e-06,0.2527525705000086,0.2527525705000086,0.2107,0.08766,0.09315
5.0006404,114.0075989,-0.4455000000016298,9.29817967751285e-05,89999.4065,3.011200869532652e-06,0.3288607087162706,0.3288607087162706,0.2107,0.08766,0.09315
5.000505575,115.9759979,-0.4455000000016298,9.36044171139916e-05,89999.4065,3.6338212083957564e-06,0.39685861877647316,0.39685861877647316,0.2107,0.08766,0.09315
5.000161074999999,117.9975967,-0.4455000000016298,9.413272731304377e-05,89999.4065,4.16213140744793e-06,0.45455668476743344,0.45455668476743344,0.2107,0.08766,0.09315
5.0002976750000006,120.0191956,-0.4455000000016298,9.458237079819573e-05,89999.4065,4.611774892599889e-06,0.5036633639972641,0.5036633639972641,0.2107,0.08766,0.09315
5.00056075,121.9875946,-0.4455000000016298,9.526902874277323e-05,89999.4065,5.298432837177384e-06,0.5786549796626979,0.5786549796626979,0.2107,0.08766,0.09315
5.0004723250000005,124.009201,-0.4455000000016298,9.745209425975965e-05,89999.4065,7.481498354163809e-06,0.8170729744083063,0.8170729744083063,0.2107,0.08766,0.09315
5.0001136,125.9776001,-0.4455000000016298,9.696305324409144e-05,89999.4065,6.992457338495596e-06,0.7636635932437299,0.7636635932437299,0.2107,0.08766,0.09315
5.000547625,127.9991989,-0.4455000000016298,9.912705877793798e-05,89999.4065,9.156462872342131e-06,1.0,1.0,0.2107,0.08766,0.09315
5.000271925,130.0207977,-0.4455000000016298,9.843696386543105e-05,89999.4065,8.466367959835205e-06,0.9246330245501878,0.9246330245501878,0.2107,0.08766,0.09315
5.00079845,131.9891968,-0.4455000000016298,9.560895543734278e-05,89999.4065,5.638359531746933e-06,0.6157792163148582,0.6157792163148582,0.2107,0.08766,0.09315
5.000468975,134.0108032,-0.4455000000016298,9.537288294487239e-05,89999.4065,5.402287039276544e-06,0.5899971544246204,0.5899971544246204,0.2107,0.08766,0.09315
5.00064945,135.9792023,-0.4455000000016298,9.484778704196981e-05,89999.4065,4.877191136373968e-06,0.5326501296811824,0.5326501296811824,0.2107,0.08766,0.09315
5.0006810250000004,138.0007935,-0.4455000000016298,9.407122164087478e-05,89999.4065,4.100625735278931e-06,0.4478394978988248,0.4478394978988248,0.2107,0.08766,0.09315
5.0001534,140.0223999,-0.4455000000016298,9.327219958232442e-05,89999.4065,3.3016036767285746e-06,0.3605763189081831,0.3605763189081831,0.2107,0.08766,0.09315
5.00028755,141.990799,-0.4455000000016298,9.229369912747146e-05,89999.4065,2.3231032218756114e-06,0.25371185950993597,0.25371185950993597,0.2107,0.08766,0.09315
5.0001571,144.0123901,-0.4455000000016298,9.148181460783143e-05,89999.4065,1.5112187022355814e-06,0.16504393927051733,0.16504393927051733,0.2107,0.08766,0.09315
5.000064125,145.9808044,-0.4455000000016298,9.057098894479579e-05,89999.4065,6.003930391999422e-07,0.06557041158474852,0.06557041158474852,0.2107,0.08766,0.09315
5.000114225,148.0023956,-0.4455000000016298,8.971386861609835e-05,89999.4065,-2.5672728949749867e-07,-0.02803782345614758,-0.02803782345614758,0.2107,0.08766,0.09315
4.999951125000001,150.0240021,-0.4455000000016298,8.849622855807827e-05,89999.4065,-1.4743673475175778e-06,-0.1610193115041212,-0.1610193115041212,0.2107,0.08766,0.09315
4.999833725,151.9924011,-0.4455000000016298,8.743373283256335e-05,89999.4065,-2.5368630730324935e-06,-0.2770571025516089,-0.2770571025516089,0.2107,0.08766,0.09315
4.9994935,154.0139923,-0.4455000000016298,8.660328478747814e-05,89999.4065,-3.367311118117702e-06,-0.36775239140530447,-0.36775239140530447,0.2107,0.08766,0.09315
4.999541425,155.9823914,-0.4455000000016298,8.591050367794122e-05,89999.4065,-4.06009222765463e-06,-0.44341273308915835,-0.44341273308915835,0.2107,0.08766,0.09315
4.9995042000000005,158.0039978,-0.4455000000016298,8.51627623211206e-05,89999.4065,-4.807833584475246e-06,-0.5250754195703358,-0.5250754195703358,0.2107,0.08766,0.09315
4.999498750000001,160.0256042,-0.4455000000016298,8.460532451278046e-05,89999.4065,-5.36527139281538e-06,-0.5859545839498388,-0.5859545839498388,0.2107,0.08766,0.09315
4.999067800000001,161.9940033,-0.4455000000016298,8.413130609895861e-05,89999.4065,-5.8392898066372345e-06,-0.6377233095407728,-0.6377233095407728,0.2107,0.08766,0.09315
4.998926175,164.0155945,-0.4455000000016298,8.38586274911912e-05,89999.4065,-6.11196841440464e-06,-0.6675032159925375,-0.6675032159925375,0.2107,0.08766,0.09315
4.9990051,165.9839935,-0.4455000000016298,8.354398439678682e-05,89999.4065,-6.426611508809026e-06,-0.7018661680179088,-0.7018661680179088,0.2107,0.08766,0.09315
4.998826525,168.0056,-0.4455000000016298,8.343256501958053e-05,89999.4065,-6.538030886015314e-06,-0.7140345542997818,-0.7140345542997818,0.2107,0.08766,0.09315
4.998667725,170.0271912,-0.4455000000016298,8.355869810228808e-05,89999.4065,-6.411897803307762e-06,-0.7002592477795591,-0.7002592477795591,0.2107,0.08766,0.09315
4.9985348,171.9955902,-0.4455000000016298,8.390724650157562e-05,89999.4065,-6.063349404020229e-06,-0.6621934133905667,-0.6621934133905667,0.2107,0.08766,0.09315
4.998571999999999,174.0171967,-0.4455000000016298,8.41466186722444e-05,89999.4065,-5.823977233351439e-06,-0.6360509854676802,-0.6360509854676802,0.2107,0.08766,0.09315
