Temperature (K),Sample Position (deg),Magnetic Field (Oe),Res. ch2 (ohm-cm),Abs. Magnetic Field (Oe),Zeroed Res.,Normed Res.,Rel. Norm. Res.,L (cm),H (cm),W (cm)
1.901733425,0.0,-0.09150000000045111,0.00010255949357515287,29999.396500000003,-6.643764907830079e-06,-0.8308049066800751,-0.798390335877251,0.2107,0.08766,0.09315
1.901742375,1.0108,-0.09150000000045111,0.00010268790650249361,29999.396500000003,-6.515351980489339e-06,-0.8147468294308179,-0.7829587783774177,0.2107,0.08766,0.09315
1.9020203,2.0216,-0.09150000000045111,0.00010292907736027948,29999.396500000003,-6.274181122703466e-06,-0.7845883372541002,-0.7539769458136949,0.2107,0.08766,0.09315
1.9006484000000001,2.9791999,-0.09150000000045111,0.00010327181704983151,29999.396500000003,-5.931441433151434e-06,-0.7417286304847893,-0.7127894475117291,0.2107,0.08766,0.09315
1.9012063000000001,3.99,-0.09150000000045111,0.0001036023946970697,29999.396500000003,-5.600863785913253e-06,-0.7003897909601474,-0.6730634785056698,0.2107,0.08766,0.09315
1.9007591000000001,5.0008001,-0.09150000000045111,0.00010405214102723867,29999.396500000003,-5.1511174557442735e-06,-0.644148869878582,-0.6190168455220156,0.2107,0.08766,0.09315
1.900496425,6.0116,-0.09150000000045111,0.0001045089302717036,29999.396500000003,-4.694328211279341e-06,-0.5870272301328885,-0.5641238558733819,0.2107,0.08766,0.09315
1.9005234,7.0223999,-0.09150000000045111,0.00010489259926891422,29999.396500000003,-4.310659214068726e-06,-0.5390493004731662,-0.5180178265664663,0.2107,0.08766,0.09315
1.90059235,7.98,-0.09150000000045111,0.00010531858131781746,29999.396500000003,-3.884677165165486e-06,-0.48578011029316126,-0.4668269798372708,0.2107,0.08766,0.09315
1.900707875,8.9907999,-0.09150000000045111,0.00010575832104047921,29999.396500000003,-3.4449374425037397e-06,-0.4307905186507867,-0.41398285459426176,0.2107,0.08766,0.09315
1.899963675,10.0016003,-0.09150000000045111,0.00010617643706069247,29999.396500000003,-3.0268214222904785e-06,-0.37850497785067155,-0.3637372793150555,0.2107,0.08766,0.09315
1.9005083,11.0123997,-0.09150000000045111,0.00010682910687866311,29999.396500000003,-2.3741516043198382e-06,-0.2968884103268967,-0.28530505264604844,0.2107,0.08766,0.09315
1.90051255,12.0232,-0.09150000000045111,0.00010721920523432241,29999.396500000003,-1.98405324866054e-06,-0.24810648735614144,-0.23842639852134773,0.2107,0.08766,0.09315
